age,Occupation,Marital_Status,Education_Level,default,Balance,Housing_Loan,Personal_Loan,contact,day,Month,duration,campaign,pdays,previous,Prev_Outcome,Subscribed,conversion_status,age_segment,duration_min
32,Self-Employed,Married,Tertiary,No,1214,No,No,Cellular,11,Aug,104,2,-1,0,Not Specified,no,0,26-40,1.73
39,Technician,Single,Not Specified,No,75,No,No,Not Specified,6,Jun,26,1,-1,0,Not Specified,no,0,26-40,0.43
33,Management,Divorced,Tertiary,No,387,No,No,Cellular,6,Feb,17,5,-1,0,Not Specified,no,0,26-40,0.28
47,Technician,Married,Secondary,No,2246,Yes,No,Cellular,10,Jul,330,1,-1,0,Not Specified,no,0,41-60,5.5
39,Blue-Collar,Divorced,Primary,No,3,No,Yes,Not Specified,1,Jul,625,1,-1,0,Not Specified,no,0,26-40,10.42
34,Technician,Married,Secondary,No,883,No,No,Cellular,14,Aug,163,3,-1,0,Not Specified,no,0,26-40,2.72
36,Blue-Collar,Married,Primary,No,1503,No,No,Cellular,19,Nov,138,1,-1,0,Not Specified,no,0,26-40,2.3
40,Blue-Collar,Married,Primary,No,-322,Yes,Yes,Not Specified,6,May,144,1,-1,0,Not Specified,no,0,26-40,2.4
34,Technician,Married,Primary,No,1301,No,No,Cellular,2,Feb,56,1,-1,0,Not Specified,no,0,26-40,0.93
54,Blue-Collar,Married,Primary,No,950,Yes,No,Not Specified,15,May,285,2,-1,0,Not Specified,no,0,41-60,4.75
36,Management,Married,Tertiary,No,2326,Yes,No,Cellular,20,Nov,7,5,-1,0,Not Specified,no,0,26-40,0.12
34,Blue-Collar,Married,Primary,No,-78,Yes,No,Not Specified,9,May,198,1,-1,0,Not Specified,no,0,26-40,3.3
50,Admin ,Divorced,Secondary,Yes,2405,Yes,No,Cellular,6,May,114,1,287,8,Failure,no,0,41-60,1.9
48,Technician,Divorced,Tertiary,No,113,No,Yes,Cellular,22,Jul,38,1,-1,0,Not Specified,no,0,41-60,0.63
35,Services,Married,Tertiary,No,4564,No,No,Cellular,18,Aug,45,6,-1,0,Not Specified,no,0,26-40,0.75
33,Services,Married,Secondary,No,387,Yes,No,Cellular,7,Apr,327,2,138,2,Failure,no,0,26-40,5.45
42,Technician,Married,Secondary,No,1865,Yes,No,Not Specified,15,May,164,1,-1,0,Not Specified,no,0,41-60,2.73
31,Technician,Single,Secondary,No,4105,No,No,Cellular,30,Apr,264,1,-1,0,Not Specified,no,0,26-40,4.4
54,Blue-Collar,Married,Primary,No,258,No,No,Telephone,25,May,86,1,88,1,Failure,no,0,41-60,1.43
55,Management,Married,Primary,No,19,Yes,No,Not Specified,16,May,56,3,-1,0,Not Specified,no,0,41-60,0.93
30,Management,Single,Tertiary,No,3773,Yes,No,Cellular,9,Feb,75,4,258,1,Failure,no,0,26-40,1.25
30,Services,Married,Secondary,No,1808,Yes,No,Cellular,18,May,83,2,-1,0,Not Specified,no,0,26-40,1.38
59,Management,Divorced,Tertiary,No,1304,No,No,Not Specified,18,Jun,220,1,-1,0,Not Specified,no,0,41-60,3.67
50,Admin ,Single,Secondary,No,3702,No,No,Cellular,16,Oct,109,5,-1,0,Not Specified,no,0,41-60,1.82
59,Retired,Married,Secondary,No,163,No,No,Cellular,24,Jul,464,1,-1,0,Not Specified,no,0,41-60,7.73
27,Services,Single,Secondary,No,-151,No,No,Cellular,8,Jul,283,2,-1,0,Not Specified,no,0,26-40,4.72
25,Management,Single,Tertiary,No,1602,Yes,No,Cellular,26,May,154,1,-1,0,Not Specified,no,0,18-25,2.57
37,Admin ,Married,Secondary,No,1314,Yes,No,Cellular,22,May,74,1,14,9,Failure,no,0,26-40,1.23
36,Technician,Married,Secondary,No,84,Yes,No,Not Specified,20,May,67,1,-1,0,Not Specified,no,0,26-40,1.12
56,Retired,Married,Primary,No,1906,No,Yes,Not Specified,19,Jun,45,9,-1,0,Not Specified,no,0,41-60,0.75
52,Management,Married,Tertiary,No,291,No,No,Cellular,21,Aug,150,3,-1,0,Not Specified,no,0,41-60,2.5
36,Services,Divorced,Secondary,No,223,Yes,Yes,Cellular,11,May,80,1,-1,0,Not Specified,no,0,26-40,1.33
30,Technician,Married,Secondary,No,207,Yes,No,Not Specified,23,May,72,2,-1,0,Not Specified,no,0,26-40,1.2
31,Management,Single,Tertiary,No,518,Yes,No,Cellular,18,May,399,1,-1,0,Not Specified,no,0,26-40,6.65
55,Retired,Married,Secondary,No,241,Yes,No,Not Specified,20,Jun,14,6,-1,0,Not Specified,no,0,41-60,0.23
28,Admin ,Single,Secondary,No,-126,No,Yes,Cellular,8,Jul,360,4,-1,0,Not Specified,no,0,26-40,6.0
44,Management,Single,Secondary,No,421,No,Yes,Cellular,5,Aug,307,1,-1,0,Not Specified,no,0,41-60,5.12
28,Blue-Collar,Single,Secondary,No,38,Yes,No,Not Specified,23,May,31,1,-1,0,Not Specified,no,0,26-40,0.52
25,Technician,Single,Tertiary,No,800,Yes,No,Not Specified,13,May,151,4,-1,0,Not Specified,no,0,18-25,2.52
39,Admin ,Divorced,Secondary,No,32,No,Yes,Not Specified,20,Jun,8,10,-1,0,Not Specified,no,0,26-40,0.13
32,Management,Married,Secondary,No,1477,Yes,No,Cellular,18,Nov,111,1,-1,0,Not Specified,no,0,26-40,1.85
42,Blue-Collar,Married,Secondary,No,160,Yes,Yes,Not Specified,26,Jun,190,1,-1,0,Not Specified,no,0,41-60,3.17
31,Blue-Collar,Single,Secondary,No,4415,Yes,No,Not Specified,2,Jun,329,1,-1,0,Not Specified,no,0,26-40,5.48
38,Technician,Divorced,Secondary,No,-397,Yes,Yes,Cellular,21,Jul,91,9,-1,0,Not Specified,no,0,26-40,1.52
30,Admin ,Married,Secondary,No,590,No,No,Cellular,11,Aug,443,3,-1,0,Not Specified,no,0,26-40,7.38
50,Technician,Married,Secondary,No,778,No,No,Cellular,23,Jul,16,1,-1,0,Not Specified,no,0,41-60,0.27
50,Management,Married,Tertiary,No,19,No,Yes,Cellular,23,Jul,205,1,-1,0,Not Specified,no,0,41-60,3.42
47,Unemployed,Married,Secondary,Yes,0,No,No,Cellular,18,Nov,81,2,-1,0,Not Specified,no,0,41-60,1.35
29,Blue-Collar,Married,Secondary,No,-28,Yes,No,Not Specified,12,May,393,1,-1,0,Not Specified,no,0,26-40,6.55
34,Entrepreneur,Married,Secondary,No,3119,Yes,No,Not Specified,21,May,250,4,-1,0,Not Specified,no,0,26-40,4.17
54,Management,Married,Tertiary,No,122,Yes,No,Cellular,22,Jul,126,3,-1,0,Not Specified,no,0,41-60,2.1
43,Admin ,Married,Secondary,No,0,No,No,Not Specified,20,Jun,804,12,-1,0,Not Specified,no,0,41-60,13.4
47,Blue-Collar,Married,Primary,No,4157,No,No,Not Specified,11,Jun,90,3,-1,0,Not Specified,no,0,41-60,1.5
55,Retired,Married,Secondary,No,102,Yes,No,Not Specified,7,May,74,1,-1,0,Not Specified,no,0,41-60,1.23
35,Services,Married,Secondary,No,437,Yes,No,Not Specified,26,May,240,1,-1,0,Not Specified,no,0,26-40,4.0
32,Blue-Collar,Married,Secondary,No,1,Yes,No,Cellular,18,Nov,77,3,-1,0,Not Specified,no,0,26-40,1.28
49,Blue-Collar,Married,Primary,Yes,-354,No,Yes,Cellular,7,Jul,455,1,-1,0,Not Specified,no,0,41-60,7.58
39,Management,Single,Tertiary,No,1234,No,No,Telephone,29,Jul,64,4,-1,0,Not Specified,no,0,26-40,1.07
32,Technician,Married,Secondary,No,901,Yes,No,Not Specified,21,May,102,3,-1,0,Not Specified,no,0,26-40,1.7
49,Blue-Collar,Married,Primary,No,247,No,Yes,Cellular,22,Jul,283,1,-1,0,Not Specified,no,0,41-60,4.72
32,Blue-Collar,Single,Primary,No,180,Yes,No,Cellular,13,May,804,1,-1,0,Not Specified,no,0,26-40,13.4
47,Management,Married,Tertiary,No,274,No,Yes,Cellular,4,Feb,313,2,-1,0,Not Specified,no,0,41-60,5.22
42,Blue-Collar,Single,Primary,No,92,No,No,Cellular,30,Jul,86,2,-1,0,Not Specified,no,0,41-60,1.43
52,Admin ,Married,Primary,No,813,No,Yes,Cellular,5,Aug,113,2,-1,0,Not Specified,no,0,41-60,1.88
31,Technician,Single,Secondary,No,1170,Yes,No,Not Specified,2,Jun,120,2,-1,0,Not Specified,no,0,26-40,2.0
52,Blue-Collar,Divorced,Primary,Yes,-183,Yes,No,Not Specified,6,May,145,1,-1,0,Not Specified,no,0,41-60,2.42
38,Management,Married,Tertiary,No,0,No,No,Cellular,28,Aug,77,18,-1,0,Not Specified,no,0,26-40,1.28
53,Blue-Collar,Married,Secondary,No,136,Yes,No,Not Specified,15,May,99,1,-1,0,Not Specified,no,0,41-60,1.65
40,Technician,Married,Tertiary,No,103,Yes,No,Not Specified,8,May,135,2,-1,0,Not Specified,no,0,26-40,2.25
31,Admin ,Married,Secondary,No,23,No,No,Cellular,28,Aug,322,7,-1,0,Not Specified,no,0,26-40,5.37
53,Technician,Married,Not Specified,No,2242,No,No,Cellular,10,Jul,154,14,-1,0,Not Specified,no,0,41-60,2.57
46,Blue-Collar,Married,Secondary,No,137,No,No,Not Specified,20,Jun,252,3,-1,0,Not Specified,no,0,41-60,4.2
49,Admin ,Married,Secondary,No,1047,No,No,Cellular,8,Aug,133,4,-1,0,Not Specified,no,0,41-60,2.22
34,Technician,Single,Secondary,No,5731,Yes,No,Cellular,21,Jul,101,3,-1,0,Not Specified,no,0,26-40,1.68
63,Entrepreneur,Married,Tertiary,No,2707,No,No,Telephone,16,Nov,57,4,-1,0,Not Specified,no,0,60+,0.95
41,Technician,Married,Secondary,No,-329,No,No,Telephone,5,Feb,13,8,238,9,Other,no,0,41-60,0.22
55,Blue-Collar,Married,Primary,No,158,Yes,No,Not Specified,15,May,176,18,-1,0,Not Specified,no,0,41-60,2.93
29,Entrepreneur,Single,Tertiary,No,219,Yes,No,Cellular,18,May,76,2,356,1,Failure,no,0,26-40,1.27
47,Blue-Collar,Married,Secondary,No,2775,No,No,Not Specified,14,May,262,1,-1,0,Not Specified,no,0,41-60,4.37
37,Blue-Collar,Married,Primary,No,461,Yes,No,Not Specified,30,May,272,2,-1,0,Not Specified,no,0,26-40,4.53
38,Technician,Single,Secondary,No,145,Yes,No,Not Specified,27,May,109,2,-1,0,Not Specified,no,0,26-40,1.82
29,Technician,Single,Secondary,No,309,Yes,No,Not Specified,13,May,214,1,-1,0,Not Specified,no,0,26-40,3.57
41,Management,Married,Primary,No,733,Yes,No,Cellular,7,May,69,1,335,7,Failure,no,0,41-60,1.15
53,Technician,Married,Secondary,No,8417,Yes,No,Not Specified,14,May,435,1,-1,0,Not Specified,no,0,41-60,7.25
40,Retired,Single,Secondary,No,1400,No,No,Not Specified,20,Jun,20,7,-1,0,Not Specified,no,0,26-40,0.33
56,Services,Divorced,Secondary,No,72,Yes,Yes,Cellular,7,May,263,1,357,4,Failure,no,0,41-60,4.38
34,Management,Single,Tertiary,No,0,Yes,No,Not Specified,21,May,759,1,-1,0,Not Specified,no,0,26-40,12.65
28,Management,Single,Tertiary,No,9710,No,No,Cellular,14,Oct,786,2,-1,0,Not Specified,no,0,26-40,13.1
41,Self-Employed,Married,Not Specified,No,1377,Yes,No,Cellular,15,May,111,4,371,2,Other,no,0,41-60,1.85
32,Unemployed,Married,Not Specified,No,881,No,No,Cellular,9,Feb,79,5,-1,0,Not Specified,no,0,26-40,1.32
51,Blue-Collar,Married,Secondary,No,0,Yes,No,Not Specified,5,May,173,2,-1,0,Not Specified,no,0,41-60,2.88
33,Blue-Collar,Married,Secondary,No,285,No,Yes,Not Specified,3,Jul,267,1,-1,0,Not Specified,no,0,26-40,4.45
34,Blue-Collar,Single,Secondary,No,550,Yes,No,Cellular,20,Apr,90,3,346,1,Failure,no,0,26-40,1.5
26,Unemployed,Married,Secondary,No,285,Yes,No,Cellular,6,May,265,2,342,2,Failure,no,0,26-40,4.42
31,Technician,Married,Secondary,No,-360,Yes,No,Not Specified,27,May,93,2,-1,0,Not Specified,no,0,26-40,1.55
39,Entrepreneur,Married,Secondary,No,0,No,No,Cellular,21,Nov,108,7,-1,0,Not Specified,no,0,26-40,1.8
50,Management,Married,Tertiary,Yes,72,No,No,Cellular,22,Aug,171,13,-1,0,Not Specified,no,0,41-60,2.85
33,Services,Married,Secondary,No,930,No,Yes,Cellular,24,Jul,149,2,-1,0,Not Specified,no,0,26-40,2.48
44,Technician,Married,Tertiary,No,717,No,No,Cellular,3,Jun,150,2,-1,0,Not Specified,no,0,41-60,2.5
38,Blue-Collar,Married,Secondary,No,67,No,No,Cellular,28,Jan,74,1,239,2,Failure,no,0,26-40,1.23
33,Blue-Collar,Married,Secondary,No,6227,Yes,No,Not Specified,23,May,76,2,-1,0,Not Specified,no,0,26-40,1.27
32,Blue-Collar,Single,Secondary,No,5252,Yes,No,Not Specified,21,May,1162,2,-1,0,Not Specified,no,0,26-40,19.37
33,Management,Single,Tertiary,No,561,No,No,Cellular,7,Apr,104,1,-1,0,Not Specified,no,0,26-40,1.73
55,Technician,Married,Not Specified,No,1393,Yes,Yes,Telephone,21,Nov,55,5,-1,0,Not Specified,no,0,41-60,0.92
27,Blue-Collar,Married,Secondary,No,-330,Yes,Yes,Cellular,14,May,88,1,353,2,Failure,no,0,26-40,1.47
39,Management,Divorced,Tertiary,No,3261,Yes,No,Not Specified,9,Jun,150,17,-1,0,Not Specified,no,0,26-40,2.5
21,Services,Single,Secondary,No,361,No,No,Telephone,5,Jun,329,1,95,1,Other,no,0,18-25,5.48
57,Blue-Collar,Married,Not Specified,No,807,Yes,No,Not Specified,6,May,211,2,-1,0,Not Specified,no,0,41-60,3.52
29,Self-Employed,Married,Tertiary,No,2305,No,No,Cellular,27,May,82,2,-1,0,Not Specified,no,0,26-40,1.37
45,Admin ,Single,Secondary,No,-11,Yes,No,Cellular,5,May,247,1,-1,0,Not Specified,no,0,41-60,4.12
46,Management,Single,Tertiary,No,2223,No,No,Not Specified,12,Jun,67,3,-1,0,Not Specified,no,0,41-60,1.12
47,Admin ,Married,Secondary,No,29,No,Yes,Cellular,22,Aug,150,8,-1,0,Not Specified,no,0,41-60,2.5
44,Blue-Collar,Single,Primary,No,1308,No,Yes,Not Specified,19,Jun,161,1,-1,0,Not Specified,no,0,41-60,2.68
43,Self-Employed,Single,Primary,No,1337,Yes,Yes,Cellular,20,Nov,632,2,-1,0,Not Specified,no,0,41-60,10.53
44,Management,Married,Tertiary,No,17361,No,No,Not Specified,18,Jun,476,1,-1,0,Not Specified,no,0,41-60,7.93
52,Retired,Married,Primary,No,6,No,No,Cellular,22,Aug,82,2,-1,0,Not Specified,no,0,41-60,1.37
33,Technician,Divorced,Secondary,No,370,Yes,No,Cellular,11,Aug,145,4,-1,0,Not Specified,no,0,26-40,2.42
27,Technician,Married,Tertiary,No,8,Yes,Yes,Cellular,18,May,398,1,370,2,Failure,no,0,26-40,6.63
43,Management,Divorced,Tertiary,No,666,No,No,Cellular,13,Aug,160,3,-1,0,Not Specified,no,0,41-60,2.67
29,Admin ,Married,Secondary,No,0,Yes,No,Not Specified,9,May,121,1,-1,0,Not Specified,no,0,26-40,2.02
43,Management,Married,Tertiary,No,1336,Yes,Yes,Cellular,27,May,82,2,309,1,Failure,no,0,41-60,1.37
34,Blue-Collar,Married,Tertiary,No,17672,No,No,Cellular,20,Nov,548,1,-1,0,Not Specified,no,0,26-40,9.13
30,Management,Single,Tertiary,Yes,35,No,No,Cellular,30,Jul,185,4,-1,0,Not Specified,no,0,26-40,3.08
56,Management,Married,Tertiary,No,705,No,No,Cellular,19,Nov,164,2,-1,0,Not Specified,no,0,41-60,2.73
46,Admin ,Divorced,Secondary,No,2087,No,No,Cellular,1,Jun,111,1,119,4,Other,no,0,41-60,1.85
42,Technician,Married,Secondary,No,4466,No,No,Cellular,17,Nov,158,2,-1,0,Not Specified,no,0,41-60,2.63
51,Blue-Collar,Married,Primary,No,844,Yes,No,Not Specified,29,May,184,3,-1,0,Not Specified,no,0,41-60,3.07
30,Blue-Collar,Married,Secondary,No,321,Yes,No,Cellular,20,Nov,738,2,-1,0,Not Specified,no,0,26-40,12.3
41,Management,Married,Tertiary,No,2781,Yes,No,Cellular,12,Aug,95,2,-1,0,Not Specified,no,0,41-60,1.58
57,Retired,Married,Tertiary,No,34,No,Yes,Cellular,28,Jan,139,1,-1,0,Not Specified,no,0,41-60,2.32
36,Blue-Collar,Married,Secondary,No,29,Yes,Yes,Cellular,31,Jul,345,1,-1,0,Not Specified,no,0,26-40,5.75
47,Blue-Collar,Single,Not Specified,No,2443,No,No,Not Specified,18,Jun,422,1,-1,0,Not Specified,no,0,41-60,7.03
37,Admin ,Divorced,Secondary,No,3975,Yes,No,Cellular,11,May,163,2,-1,0,Not Specified,no,0,26-40,2.72
33,Technician,Married,Secondary,No,256,Yes,No,Cellular,18,Nov,76,1,-1,0,Not Specified,no,0,26-40,1.27
49,Management,Divorced,Tertiary,No,696,Yes,No,Not Specified,2,Jun,310,3,-1,0,Not Specified,no,0,41-60,5.17
34,Management,Married,Tertiary,No,63,No,No,Cellular,18,Nov,83,1,102,2,Failure,no,0,26-40,1.38
54,Blue-Collar,Married,Primary,No,316,Yes,No,Cellular,14,May,240,1,-1,0,Not Specified,no,0,41-60,4.0
39,Blue-Collar,Married,Primary,No,-119,No,No,Not Specified,17,Jun,135,6,-1,0,Not Specified,no,0,26-40,2.25
58,Retired,Single,Primary,No,6570,No,No,Cellular,21,Jul,106,3,-1,0,Not Specified,no,0,41-60,1.77
36,Blue-Collar,Married,Secondary,No,418,Yes,Yes,Cellular,13,May,132,2,-1,0,Not Specified,no,0,26-40,2.2
46,Management,Married,Tertiary,No,0,Yes,No,Cellular,14,Jul,247,2,-1,0,Not Specified,no,0,41-60,4.12
31,Admin ,Married,Secondary,No,8784,Yes,No,Not Specified,21,May,63,2,-1,0,Not Specified,no,0,26-40,1.05
31,Technician,Single,Secondary,No,1970,No,No,Telephone,17,Apr,284,3,-1,0,Not Specified,no,0,26-40,4.73
50,Blue-Collar,Divorced,Secondary,No,204,Yes,Yes,Not Specified,14,May,421,1,-1,0,Not Specified,no,0,41-60,7.02
40,Management,Married,Secondary,No,643,Yes,No,Cellular,17,Apr,74,2,256,1,Failure,no,0,26-40,1.23
47,Blue-Collar,Married,Primary,No,304,Yes,No,Not Specified,12,May,185,1,-1,0,Not Specified,no,0,41-60,3.08
26,Management,Single,Tertiary,No,1177,No,No,Cellular,19,Oct,116,1,-1,0,Not Specified,no,0,26-40,1.93
29,Technician,Single,Secondary,No,544,Yes,No,Not Specified,13,May,360,1,-1,0,Not Specified,no,0,26-40,6.0
38,Management,Married,Tertiary,No,-498,No,No,Cellular,14,Aug,85,6,-1,0,Not Specified,no,0,26-40,1.42
57,Services,Married,Secondary,No,0,Yes,No,Cellular,14,May,16,9,282,3,Other,no,0,41-60,0.27
47,Blue-Collar,Married,Primary,No,209,No,No,Cellular,27,Aug,77,6,-1,0,Not Specified,no,0,41-60,1.28
56,Blue-Collar,Married,Not Specified,No,665,Yes,No,Not Specified,20,Jun,109,2,-1,0,Not Specified,no,0,41-60,1.82
37,Entrepreneur,Married,Tertiary,No,310,No,No,Cellular,1,Sep,76,1,-1,0,Not Specified,no,0,26-40,1.27
66,Management,Married,Not Specified,No,2149,Yes,No,Cellular,30,Nov,151,6,103,4,Other,no,0,60+,2.52
49,Unemployed,Married,Secondary,No,13818,No,No,Cellular,21,Nov,201,1,113,2,Failure,no,0,41-60,3.35
31,Not Specified,Married,Tertiary,No,526,No,No,Cellular,26,Aug,130,13,-1,0,Not Specified,no,0,26-40,2.17
30,Management,Single,Tertiary,No,-218,Yes,No,Cellular,27,Aug,13,15,-1,0,Not Specified,no,0,26-40,0.22
42,Blue-Collar,Divorced,Primary,No,419,Yes,Yes,Not Specified,14,May,96,4,-1,0,Not Specified,no,0,41-60,1.6
55,Technician,Married,Secondary,No,517,Yes,Yes,Cellular,6,Feb,47,3,263,4,Failure,no,0,41-60,0.78
33,Admin ,Single,Secondary,No,61,No,No,Cellular,24,Jul,286,4,-1,0,Not Specified,no,0,26-40,4.77
33,Management,Married,Tertiary,No,0,Yes,Yes,Cellular,14,May,83,2,-1,0,Not Specified,no,0,26-40,1.38
43,Blue-Collar,Married,Secondary,No,514,Yes,Yes,Cellular,20,Apr,34,2,-1,0,Not Specified,no,0,41-60,0.57
32,Unemployed,Married,Secondary,No,365,Yes,No,Cellular,30,Jan,210,3,-1,0,Not Specified,no,0,26-40,3.5
42,Blue-Collar,Married,Primary,No,480,Yes,No,Not Specified,6,Jun,288,12,-1,0,Not Specified,no,0,41-60,4.8
53,Entrepreneur,Single,Not Specified,No,717,No,No,Cellular,30,Jul,594,2,-1,0,Not Specified,no,0,41-60,9.9
42,Management,Married,Tertiary,No,24780,No,No,Cellular,6,Aug,184,2,-1,0,Not Specified,no,0,41-60,3.07
37,Admin ,Married,Secondary,No,1396,Yes,No,Cellular,22,Jul,199,2,-1,0,Not Specified,no,0,26-40,3.32
31,Services,Married,Secondary,No,414,Yes,No,Not Specified,7,May,215,1,-1,0,Not Specified,no,0,26-40,3.58
57,Admin ,Divorced,Secondary,No,3100,No,Yes,Cellular,29,Jul,165,2,-1,0,Not Specified,no,0,41-60,2.75
33,Admin ,Married,Secondary,No,0,No,Yes,Cellular,6,Feb,214,5,-1,0,Not Specified,no,0,26-40,3.57
57,Management,Married,Tertiary,Yes,1218,Yes,No,Cellular,18,Jul,317,6,-1,0,Not Specified,no,0,41-60,5.28
30,Technician,Divorced,Secondary,No,789,Yes,No,Cellular,12,May,356,1,-1,0,Not Specified,no,0,26-40,5.93
31,Management,Married,Tertiary,No,859,Yes,Yes,Cellular,4,Aug,182,3,-1,0,Not Specified,no,0,26-40,3.03
33,Technician,Married,Secondary,No,0,No,No,Cellular,25,Aug,296,8,-1,0,Not Specified,no,0,26-40,4.93
33,Blue-Collar,Married,Primary,No,3868,Yes,No,Not Specified,2,Jun,445,1,-1,0,Not Specified,no,0,26-40,7.42
53,Management,Married,Tertiary,No,232,Yes,No,Telephone,29,Jan,32,1,-1,0,Not Specified,no,0,41-60,0.53
38,Blue-Collar,Divorced,Secondary,No,1686,Yes,No,Not Specified,19,Jun,9,28,-1,0,Not Specified,no,0,26-40,0.15
60,Blue-Collar,Married,Primary,No,29184,No,No,Telephone,15,Jun,94,2,-1,0,Not Specified,no,0,41-60,1.57
36,Technician,Single,Secondary,No,144,No,No,Cellular,26,May,87,1,308,2,Failure,no,0,26-40,1.45
27,Services,Single,Secondary,No,194,Yes,No,Not Specified,16,May,326,1,-1,0,Not Specified,no,0,26-40,5.43
32,Entrepreneur,Single,Tertiary,No,7641,Yes,Yes,Cellular,21,Nov,39,10,-1,0,Not Specified,no,0,26-40,0.65
45,Blue-Collar,Married,Primary,No,351,Yes,No,Not Specified,19,Jun,66,1,-1,0,Not Specified,no,0,41-60,1.1
28,Management,Single,Tertiary,No,150,Yes,No,Not Specified,8,May,491,1,-1,0,Not Specified,no,0,26-40,8.18
57,Retired,Married,Primary,No,1532,No,No,Telephone,6,Feb,286,3,-1,0,Not Specified,no,0,41-60,4.77
37,Self-Employed,Married,Secondary,No,1549,Yes,No,Not Specified,20,Jun,161,7,-1,0,Not Specified,no,0,26-40,2.68
47,Management,Married,Tertiary,No,1057,No,No,Cellular,4,Aug,488,2,-1,0,Not Specified,no,0,41-60,8.13
35,Management,Married,Secondary,No,839,Yes,No,Not Specified,23,May,50,3,-1,0,Not Specified,no,0,26-40,0.83
32,Blue-Collar,Divorced,Secondary,No,880,Yes,Yes,Not Specified,4,Jun,112,1,-1,0,Not Specified,no,0,26-40,1.87
41,Admin ,Single,Secondary,No,4464,Yes,No,Telephone,21,Jul,1425,2,-1,0,Not Specified,no,0,41-60,23.75
35,Technician,Married,Tertiary,No,6,Yes,No,Cellular,18,Nov,47,1,-1,0,Not Specified,no,0,26-40,0.78
26,Technician,Single,Secondary,No,0,No,Yes,Cellular,30,Jul,65,26,-1,0,Not Specified,no,0,26-40,1.08
47,Technician,Divorced,Tertiary,No,694,Yes,No,Cellular,11,May,1001,4,-1,0,Not Specified,no,0,41-60,16.68
36,Blue-Collar,Married,Secondary,No,153,Yes,No,Cellular,8,May,263,1,171,2,Failure,no,0,26-40,4.38
46,Management,Married,Tertiary,No,110,Yes,Yes,Cellular,20,Aug,243,5,-1,0,Not Specified,no,0,41-60,4.05
30,Management,Single,Tertiary,No,640,No,No,Cellular,6,Feb,124,4,213,2,Failure,no,0,26-40,2.07
44,Blue-Collar,Married,Secondary,No,3060,Yes,No,Cellular,20,Nov,113,1,189,2,Failure,no,0,41-60,1.88
47,Technician,Divorced,Secondary,No,2836,No,Yes,Cellular,14,Aug,10,2,-1,0,Not Specified,no,0,41-60,0.17
49,Blue-Collar,Married,Secondary,No,1127,Yes,Yes,Cellular,17,Apr,162,2,281,1,Failure,no,0,41-60,2.7
55,Technician,Married,Tertiary,No,11,No,No,Cellular,21,Aug,588,2,-1,0,Not Specified,no,0,41-60,9.8
56,Blue-Collar,Married,Not Specified,No,982,Yes,Yes,Cellular,7,May,135,2,-1,0,Not Specified,no,0,41-60,2.25
28,Services,Married,Secondary,No,222,Yes,No,Not Specified,29,May,101,23,-1,0,Not Specified,no,0,26-40,1.68
34,Admin ,Divorced,Secondary,No,627,Yes,No,Not Specified,7,May,283,2,-1,0,Not Specified,no,0,26-40,4.72
55,Management,Married,Tertiary,No,5010,No,No,Cellular,18,Nov,530,1,-1,0,Not Specified,no,0,41-60,8.83
27,Student,Single,Not Specified,No,468,No,No,Cellular,4,Feb,270,2,-1,0,Not Specified,no,0,26-40,4.5
38,Management,Divorced,Tertiary,No,155,Yes,No,Not Specified,20,Jun,25,26,-1,0,Not Specified,no,0,26-40,0.42
43,Services,Married,Secondary,No,2478,Yes,No,Cellular,28,Jan,347,1,230,1,Failure,no,0,41-60,5.78
55,Management,Divorced,Tertiary,No,668,No,No,Cellular,28,Aug,25,6,-1,0,Not Specified,no,0,41-60,0.42
30,Blue-Collar,Married,Primary,No,35,Yes,No,Cellular,11,Jul,366,2,-1,0,Not Specified,no,0,26-40,6.1
48,Blue-Collar,Married,Primary,No,3304,No,No,Not Specified,11,Jun,409,3,-1,0,Not Specified,no,0,41-60,6.82
30,Blue-Collar,Married,Secondary,No,0,Yes,No,Not Specified,26,May,30,1,-1,0,Not Specified,no,0,26-40,0.5
58,Housemaid,Married,Primary,No,237,No,No,Telephone,18,Jul,200,3,-1,0,Not Specified,no,0,41-60,3.33
39,Not Specified,Single,Not Specified,No,0,No,No,Telephone,28,Jan,28,1,-1,0,Not Specified,no,0,26-40,0.47
35,Technician,Single,Secondary,No,-54,Yes,No,Not Specified,30,May,70,2,-1,0,Not Specified,no,0,26-40,1.17
41,Blue-Collar,Married,Secondary,No,0,No,No,Not Specified,5,Jun,85,2,-1,0,Not Specified,no,0,41-60,1.42
32,Technician,Married,Tertiary,No,240,Yes,Yes,Cellular,14,Jul,86,3,-1,0,Not Specified,no,0,26-40,1.43
48,Technician,Married,Secondary,No,759,Yes,No,Cellular,28,Jul,84,5,-1,0,Not Specified,no,0,41-60,1.4
76,Retired,Married,Not Specified,No,992,No,No,Cellular,27,Oct,139,2,-1,0,Not Specified,no,0,60+,2.32
43,Management,Married,Tertiary,No,1379,Yes,No,Not Specified,27,May,383,3,-1,0,Not Specified,no,0,41-60,6.38
46,Not Specified,Married,Tertiary,No,8564,No,No,Cellular,2,Aug,397,2,342,1,Failure,no,0,41-60,6.62
59,Retired,Married,Not Specified,No,0,No,No,Cellular,25,Aug,213,4,-1,0,Not Specified,no,0,41-60,3.55
29,Management,Single,Tertiary,No,119,Yes,No,Not Specified,28,May,136,2,-1,0,Not Specified,no,0,26-40,2.27
